brewery,beertype,rating,name,ABV
Aztec Brewing Company,INDIA_PALE_ALE,4.5,Seven Nations English 87,8.7
Rocky River Brewing,INDIA_PALE_ALE,3.5,Hop Goblin,7.3
Hale's Ales Brewery & Pub,INDIA_PALE_ALE,4,Hale's Mongoose IPA,6
Hale's Ales Brewery & Pub,INDIA_PALE_ALE,3,Aftermath Imperial IPA,8.5
BFM Brasserie Des Franches-Montagnes,INDIA_PALE_ALE,4,CuvÃ©e Du 9Ã¨me,8
Herslev Bryghus,INDIA_PALE_ALE,4,Lord Nelson IPA,6.1
"Jasper Murdockâ€™s Alehouse, Dining Room & Microbrewery",INDIA_PALE_ALE,2,Old Slipperyskin India Pale Ale,6.3
Brouwerij Strubbe,INDIA_PALE_ALE,3,Strubbe Ipa,7.9
Otley Brewing Company Limited,INDIA_PALE_ALE,4.5,Otley Motley Brew,7.5
Hale's Ales Brewery & Pub,INDIA_PALE_ALE,4,Double Herberts Legendary Symposium Ale,8.2
Hale's Ales Brewery & Pub,INDIA_PALE_ALE,5,Seattle Beer Week 2010 DIPA,8.3
Sonoma Springs Brewing Co.,INDIA_PALE_ALE,4,Lil Chief,7
Coopersmith's Pub & Brewing,INDIA_PALE_ALE,4,Opus Mega Alpha,6.7
Coopersmith's Pub & Brewing,INDIA_PALE_ALE,4.5,Doppel Jabi,11
Coopersmith's Pub & Brewing,INDIA_PALE_ALE,3,New Delhi I.P.A.,7.4
Federal Jack's Restaurant & Brew Pub,INDIA_PALE_ALE,3.5,Fuggles IPA,5.6
Schmohz Brewing Company,INDIA_PALE_ALE,3.5,Hopknocker Imperial IPA,9.5
16 Mile Brewing Company,INDIA_PALE_ALE,3.5,Inlet IPA,6.1
Palmetto Brewing Company,INDIA_PALE_ALE,3.5,Palmetto Extra Pale IPA,7
Evil Twin Brewing,INDIA_PALE_ALE,4,Evil Twin Katz Pis,6.5
Evil Twin Brewing,INDIA_PALE_ALE,4,"Evil Twin Before, During And After Christmas Beer",8
Evil Twin Brewing,INDIA_PALE_ALE,4,Evil Twin Molotov Cocktail,13
Keuka Brewing Company,INDIA_PALE_ALE,3.5,Hoppy Laker IPA,6.9
McAuslan Brewing,INDIA_PALE_ALE,3.5,St-Ambroise India Pale Ale,6.2
Blatant Beer,INDIA_PALE_ALE,3.5,Blatant IPA,6.5
Granite Brewery & Restaurant,INDIA_PALE_ALE,4.5,Hoppin' Mad,6
Black Raven Brewing Co.,INDIA_PALE_ALE,4,Trickster IPA,6.8
Black Raven Brewing Co.,INDIA_PALE_ALE,3,Wisdom Seeker,9
Black Raven Brewing Co.,INDIA_PALE_ALE,4.5,Brouwers Five,7
Black Raven Brewing Co.,INDIA_PALE_ALE,4,Barrel Aged Farmhouse IPA,7.7
Fountain Square Brewing Co.,INDIA_PALE_ALE,4,Batch 13,6.6
Hawks Brewing,INDIA_PALE_ALE,2,Super Natural IPA,7
Oakshire Brewing,INDIA_PALE_ALE,4,Three Hearted Strong Pale Ale,6.5
Oakshire Brewing,INDIA_PALE_ALE,3.5,Bourbon Barrel IPA,9
Oakshire Brewing,INDIA_PALE_ALE,4.5,Glen's Hop Vice Imperial IPA,9.1
Oakshire Brewing,INDIA_PALE_ALE,4.5,Watershed IPA,7.1
Oakshire Brewing,INDIA_PALE_ALE,2,Perfect Storm Double IPA,10
Four Peaks Brewing Company,INDIA_PALE_ALE,3.5,The Raj IPA,6.9
Yellowhammer Brewing,INDIA_PALE_ALE,3.5,American IPA,6.8
Yellowhammer Brewing,INDIA_PALE_ALE,3.5,Hop Revival,9.2
Carolina Brewery,INDIA_PALE_ALE,3.5,Flagship IPA,5.7
Four Peaks Brewing Company,INDIA_PALE_ALE,3.5,Double Knot,9.2
Four Peaks Brewing Company,INDIA_PALE_ALE,4,Hop Knot,6.7
Four Peaks Brewing Company,INDIA_PALE_ALE,4,Motley Bru RyePA,7.1
Blue Cat Brew Pub,INDIA_PALE_ALE,4.5,Howling Man Imperial Pale Ale,9
Van Dieman Brewing,INDIA_PALE_ALE,3.5,Two Heads IPA,6.7
Duggan's Brewery,INDIA_PALE_ALE,4,Mike Duggan #09 IPA,6.2
Duggan's Brewery,INDIA_PALE_ALE,4.5,Mike Duggan #99 (#18) Double IPA,7.2
BrewPub KÃ¸benhavn,INDIA_PALE_ALE,5,Geronimo IPA,7
BrewPub KÃ¸benhavn,INDIA_PALE_ALE,3.5,PJ Harvey,6.8
BrewPub KÃ¸benhavn,INDIA_PALE_ALE,3,Atlantic IPA,5.5
Paddock Wood Brewing Co.,INDIA_PALE_ALE,3.5,Loki,8.7
Paddock Wood Brewing Co.,INDIA_PALE_ALE,4,Ragnarok,8.5
Paddock Wood Brewing Co.,INDIA_PALE_ALE,4,Rye IPA,8.5
Paddock Wood Brewing Co.,INDIA_PALE_ALE,4,606 Ale,5.4
Big Rapids Brewing Co.,INDIA_PALE_ALE,3.5,Gunslinger IPA,6.5
Steamworks Brewing Co.,INDIA_PALE_ALE,3.5,Third Eye P.A.,6.4
Steamworks Brewing Co.,INDIA_PALE_ALE,4,Conductor Imperial India Pale Ale,8.5
Genesee Brewing Co. / Dundee Brewing Co.,INDIA_PALE_ALE,2,Dundee India Pale Ale,6.3
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Swamis IPA,6.9
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Wipeout I.P.A.,7
Genesee Brewing Co. / Dundee Brewing Co.,INDIA_PALE_ALE,3.5,Double Take IPA,6.9
Rogue's Roost Brew Pub & Eatery,INDIA_PALE_ALE,4,Old Yeller IPA,6.75
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater IPA With Columbus Hops And Lemon Peel,6.3
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater IPA,6.3
Bristol Brewing Company,INDIA_PALE_ALE,2.5,1.5 IPA,8
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,High Tide Fresh Hop IPA,6.5
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater Ol' Faithful,8
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Doheny Double IPA,8
SweetWater Brewing Company,INDIA_PALE_ALE,4.5,"Sweetwater Double IPA, French Oaked (Bordeaux)",9
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater IPA Aged In Woodford Reserve Barrels,6.3
SweetWater Brewing Company,INDIA_PALE_ALE,4.5,Sweetwater Fly By Night,8
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater Dank Tank Border Hopper,8.6
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater IPA With Cascade Hops And Peppercorns,6.3
Cigar City Brewing,INDIA_PALE_ALE,4.5,Jai Alai IPA,7.5
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater IPA Aged In Jack Daniels Barrels,6.3
SweetWater Brewing Company,INDIA_PALE_ALE,4,Sweetwater IPA Aged In Jim Beam Barrels,6.3
Original Gravity Brewing Company,INDIA_PALE_ALE,3.5,Southpaw IPA,6.6
Cigar City Brewing,INDIA_PALE_ALE,4.5,Jai Alai IPA - Cedar Aged (Humidor Series),7.5
Southern Tier Brewing Company,INDIA_PALE_ALE,4.5,2XIPA,8.2
Bristol Brewing Company,INDIA_PALE_ALE,4,Compass IPA,6.7
River Horse Brewing Co.,INDIA_PALE_ALE,3,Hop-a-lot-amus,8.5
To Ã˜l,INDIA_PALE_ALE,4,First Frontier IPA,7.1
Capitol City Brewing Company,INDIA_PALE_ALE,4,Constellation IPA,4.5
To Ã˜l,INDIA_PALE_ALE,4,Overall IIPA,10.5
To Ã˜l,INDIA_PALE_ALE,4.5,Final Frontier IIPA,9
Roots Organic Brewery,INDIA_PALE_ALE,3,Woody Organic IPA,6
Roots Organic Brewery,INDIA_PALE_ALE,3,Shark Bite Imperial IPA,7.8
Loup Rouge,INDIA_PALE_ALE,4.5,Phare De L'ille,6
Loup Rouge,INDIA_PALE_ALE,4.5,ÃŽle De GrÃ¢ce,5.5
Bristol Brewing Company,INDIA_PALE_ALE,4.5,New World IPA,10.3
Bristol Brewing Company,INDIA_PALE_ALE,4,Edge City IPA,5.3
Bristol Brewing Company,INDIA_PALE_ALE,4.5,Old World IPA,7
Black Tooth Brewing Company,INDIA_PALE_ALE,3,Indian Paintbrush Ale,7
Black Star Co-op Pub & Brewery,INDIA_PALE_ALE,3.5,Vulcan,6.5
Joseph James Brewing Inc.,INDIA_PALE_ALE,3.5,Hop Box,9.3
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,2nd Anniversary Double IPA,9.5
North Sound Brewing Company,INDIA_PALE_ALE,4,To Hell In A Hop Basket,10.7
North Sound Brewing Company,INDIA_PALE_ALE,4,Wargalammercon IPA,6.4
Monday Night Brewing,INDIA_PALE_ALE,3.5,Eye Patch Ale,6.2
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,5,3rd Anniversary Double IPA,10
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Hakunama Ta Tas,8.2
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Hop Sack IPA,7.8
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,5th Anniversary,10
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,5,Nickel Bag - O'Brien's 17th Anniversary,10
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Poor Man's Double IPA,9
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Que Onda,7.8
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Noah's El Camino IPA,6.5
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Cho-Saiko,9.5
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,While The Wife's Away IPA,7.6
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Mongo,8.5
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Welcome Back Wipeout,8.4
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Nightstalker IPA,7.5
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,While The Cat's Away IPA,6.7
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3,Hop 15,10
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,"Que Onda (with JalapeÃ±o, Mango, And Guava)",7.8
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Mango Mongo,10
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,5,Get Wet,7.37
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Lou P Lin IPA,9
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,El Camino IPA,6.5
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,Killer Dana Double IPA,8.75
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Whambo IPA,7.8
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,Beech Street IPA,7
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Frank Double IPA,8.1
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Iced Frank,14
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Pseudo IPA,6.6
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Trigger Hoppy,7.4
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Booya Steez,9.2
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,The Wife's Still Away Imperial IPA,8
Southern Tier Brewing Company,INDIA_PALE_ALE,4.5,Oak Aged Unearthly (Imperial India Pale Ale),11
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,5,Kaito,7.7
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Poor Man's Double IPA W/Pineapple,9
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,4th Anniversary Double IPA,10
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,Hop Suey,11
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,Wipeout I.P.A. (Cascade Dry Hopped),7
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,Skye Strong Ale,9.5
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3,Achievement Beyond Life's Experiences (A.B.L.E.) (Pizza Port San Clemente),4.2
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4.5,Achievement Beyond Life's Experiences (A.B.L.E.) (Pizza Port Solana Beach),8.5
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,3.5,Poor Man's Double IPA Brewed With Mango And Jalapeno,9
Port Brewing Company / Pizza Port,INDIA_PALE_ALE,4,Jetty IPA,6.5
Brewsters Brewing Company & Restaurant - Oliver Square,INDIA_PALE_ALE,4,Curly Horse IPA,6
Bryggeriet Skands,INDIA_PALE_ALE,3,Skands Elmegade IPA,6.3
Cigar City Brewing,INDIA_PALE_ALE,2,110K+OT Batch #3 - The Other West Coast IPA - Cedar Aged (Humidor Series),10
Cigar City Brewing,INDIA_PALE_ALE,4.5,Jai Alai IPA - White Oak Tropic-ale,7.5
Southern Tier Brewing Company,INDIA_PALE_ALE,3.5,Unearthly (Imperial India Pale Ale),9.5
Cigar City Brewing,INDIA_PALE_ALE,5,Jai Alai IPA - Guava - Cedar Aged (Humidor Series),7.5
Cigar City Brewing,INDIA_PALE_ALE,4.5,Coaster's Belgian India Pale Ale,6.25
Cigar City Brewing,INDIA_PALE_ALE,4,Jai Alai IPA - Juniper,7.5
Cigar City Brewing,INDIA_PALE_ALE,4,Big Apple IPA,7
Cigar City Brewing,INDIA_PALE_ALE,4,Jai Alai IPA - Acai And Mango,7.5
Cigar City Brewing,INDIA_PALE_ALE,4,Jai Alai IPA - Mango,7.5
Cigar City Brewing,INDIA_PALE_ALE,2.5,Jai Alai IPA - Papaya,7.5
Cigar City Brewing,INDIA_PALE_ALE,4,Creamsicle IPA,7.5
Cigar City Brewing,INDIA_PALE_ALE,3.5,"Jai Alai IPA - Juniper Cedar Aged ""Twigs And Berries"" (Humidor Series)",7.5
Cigar City Brewing,INDIA_PALE_ALE,3,110K+OT Batch #3 - The Other West Coast IPA,10
Cigar City Brewing,INDIA_PALE_ALE,3.5,Jai Alai IPA - Blood Orange Creamsicle,7.5
Cigar City Brewing,INDIA_PALE_ALE,4,Jai Alai IPA - Flora - Cedar Aged (Humidor Series),7.5
Cigar City Brewing,INDIA_PALE_ALE,4,Gypsy IPA,8.5
Cigar City Brewing,INDIA_PALE_ALE,4,Jai Alai IPA - White Oak,7.5
Cigar City Brewing,INDIA_PALE_ALE,4.5,Jai Alai IPA - Strawberry-Kiwi,7.5
Cigar City Brewing,INDIA_PALE_ALE,4.5,Jai Alai IPA - Apricot,7.5
Cigar City Brewing,INDIA_PALE_ALE,4.5,Jai Alai IPA - Peach,7.5
Cigar City Brewing,INDIA_PALE_ALE,4.5,Jai Alai IPA - Tropic-ale,7.5
Cigar City Brewing,INDIA_PALE_ALE,4,Jai Alai IPA - Pineapple,7.5
Eastern Shore Brewing,INDIA_PALE_ALE,3,Knot So Pale Ale,7
Oregon Trail Brewery,INDIA_PALE_ALE,4,Oregon Trail IPA,6.3
Sound Brewery,INDIA_PALE_ALE,4,Humulo Nimbus,8.5
Southern Tier Brewing Company,INDIA_PALE_ALE,4,Cole's 75th Anniversary IPA,6.5
Southern Tier Brewing Company,INDIA_PALE_ALE,3.5,Hoppe (Imperial Extra Pale Ale),8
Southern Tier Brewing Company,INDIA_PALE_ALE,3.5,IPA (India Pale Ale),7.3
Bear Republic Brewing Co.,INDIA_PALE_ALE,5,Racer 5 India Pale Ale,7
AleSmith Brewing Company,INDIA_PALE_ALE,5,AleSmith IPA,7.25
Long Trail Brewing Co.,INDIA_PALE_ALE,4.5,Double IPA (Brewmaster Series),8.6
Bear Republic Brewing Co.,INDIA_PALE_ALE,3.5,Racer X,9
High Water Brewing,INDIA_PALE_ALE,4,Hop Riot IPA,7.3
Green Flash Brewing Co.,INDIA_PALE_ALE,4.5,Green Flash West Coast I.P.A.,7.3
Bear Republic Brewing Co.,INDIA_PALE_ALE,4.5,11,8.3
Bear Republic Brewing Co.,INDIA_PALE_ALE,3,English IPA,6.9
Squatters Pub Brewery,INDIA_PALE_ALE,3.5,Squatters IPA,6.5
Bear Republic Brewing Co.,INDIA_PALE_ALE,3.5,House IPA,6.7
Bear Republic Brewing Co.,INDIA_PALE_ALE,2.5,Rebellion,6.4
Bear Republic Brewing Co.,INDIA_PALE_ALE,4,Apex,7.5
Bear Republic Brewing Co.,INDIA_PALE_ALE,3.5,Crazy Ivan,6.9
Bear Republic Brewing Co.,INDIA_PALE_ALE,4,Ken & John's DIPA,10
Bear Republic Brewing Co.,INDIA_PALE_ALE,4,Mach 10,9.2
Bear Republic Brewing Co.,INDIA_PALE_ALE,4,Barrel Aged Ryevalry,8.3
Bear Republic Brewing Co.,INDIA_PALE_ALE,4.5,Super Freak,7
Bear Republic Brewing Co.,INDIA_PALE_ALE,3.5,Double Rocket,9.2
Bear Republic Brewing Co.,INDIA_PALE_ALE,4.5,Cafe Racer 15,8.5
Bear Republic Brewing Co.,INDIA_PALE_ALE,3.5,Endeavor IPA,6.7
Bear Republic Brewing Co.,INDIA_PALE_ALE,4.5,Simply Simcoe #1,6
Bear Republic Brewing Co.,INDIA_PALE_ALE,3.5,Five Zero,7.7
Bear Republic Brewing Co.,INDIA_PALE_ALE,4,Ryevalry,8.2
Bear Republic Brewing Co.,INDIA_PALE_ALE,5,Frostbite Ice,6.8
Bear Republic Brewing Co.,INDIA_PALE_ALE,4,G'Ma's Homegrown,7.2
Blue Hills Brewery,INDIA_PALE_ALE,3.5,Blue Hills Pub Draft IPA,6.6
Blue Hills Brewery,INDIA_PALE_ALE,3.5,Blue Hills India Pale Ale,6.6
Blue Hills Brewery,INDIA_PALE_ALE,4,Imperial Red I.P.A.,9
Arbor Brewing Company,INDIA_PALE_ALE,4,Arbor Brewing Sacred Cow IPA,6.8
Arbor Brewing Company,INDIA_PALE_ALE,3.5,Arbor Brewing Larry Hoppe Imperial IPA,9
Arbor Brewing Company,INDIA_PALE_ALE,4.5,Arbor Brewing Aurora Arborealis,7.6
Tracks Brewing Company,INDIA_PALE_ALE,3,Incinerator Pale Ale,4
Gage Roads Brewing Company,INDIA_PALE_ALE,4,Gage Roads India Pale Ale,5.1
Colonial Brewing Company,INDIA_PALE_ALE,4,Colonial IPA,7.2
Bootleg Brewery,INDIA_PALE_ALE,3.5,Bootleg 10th Anniversary Ale,5.3
Bootleg Brewery,INDIA_PALE_ALE,3,Bootleg Epic Ale,5.9
Wernecker Bierbrauerei,INDIA_PALE_ALE,3.5,Hopfen-Fluch,8.1
"BJ's Pizza, Grill & Brewery",INDIA_PALE_ALE,4,Backdraft,7.2
Ladyface Ale Companie,INDIA_PALE_ALE,4,Last Mango In Paris,7.3
Ladyface Ale Companie,INDIA_PALE_ALE,4,Snidely Whiplash,9
Bavarian Barbarian Brewing Company,INDIA_PALE_ALE,3.5,Weldspatter IPA,7
Ladyface Ale Companie,INDIA_PALE_ALE,3,Cheseborough IPA,9
Ladyface Ale Companie,INDIA_PALE_ALE,4,LadyFace IPA,5.9
Ladyface Ale Companie,INDIA_PALE_ALE,4,Ghostface Killah,9
Bavarian Barbarian Brewing Company,INDIA_PALE_ALE,3.5,2x4 IPA,7
Bavarian Barbarian Brewing Company,INDIA_PALE_ALE,3.5,Bulldozer Golden Ale,9
Hook Norton Brewery Co. Ltd.,INDIA_PALE_ALE,4,Flagship,5.3
Titanic Brewing Company,INDIA_PALE_ALE,4,2x Ultra IPA,9
Yakima Brewing Co. / Bert Grant's Ales,INDIA_PALE_ALE,1,Bert Grant's IPA,4.2
Yakima Brewing Co. / Bert Grant's Ales,INDIA_PALE_ALE,3.5,Bert Grant's Hopzilla IPA,5
Argus Brewery,INDIA_PALE_ALE,3.5,Pegasus IPA,5.8
Maumee Bay Brewing Company,INDIA_PALE_ALE,4,Amarillo Brillo,8.5
Blue Mountain Brewery,INDIA_PALE_ALE,4.5,The Big D.I.P.A.,9.3
AleSmith Brewing Company,INDIA_PALE_ALE,5,YuleSmith (Summer),8.5
North Country Brewing,INDIA_PALE_ALE,4,Paleo IPA,6.4
Intuition Ale Works,INDIA_PALE_ALE,2.5,Trinity IPA,5.9
Intuition Ale Works,INDIA_PALE_ALE,5,Rail Spur Double IPA Bourbon Barrel Aged,9
Intuition Ale Works,INDIA_PALE_ALE,4,Double Elimination IPA,8
Intuition Ale Works,INDIA_PALE_ALE,4,Anniversary IPA,7.3
Intuition Ale Works,INDIA_PALE_ALE,4.5,Double Elimination,8
Intuition Ale Works,INDIA_PALE_ALE,4,Cascade IPA,6.75
Intuition Ale Works,INDIA_PALE_ALE,3.5,The Heel Black IPA,6.5
Intuition Ale Works,INDIA_PALE_ALE,4,I-10 IPA,7.3
Intuition Ale Works,INDIA_PALE_ALE,4.5,Rail Spur Imperial IPA,8.7
Oyster House,INDIA_PALE_ALE,4,Oyster House India Pale Ale,6
Koskipanimo Plevna,INDIA_PALE_ALE,3.5,Plevna's Pale Ale (IPA),4.6
Tied House Cafe & Brewery,INDIA_PALE_ALE,3,Menage A Singe,8.8
North Country Brewing,INDIA_PALE_ALE,4.5,7-Hop Imperial I.P.A.,8.4
Icicle Brewing Company,INDIA_PALE_ALE,3.5,Bootjack,6.5
New Old Lompoc Brewery,INDIA_PALE_ALE,4,C-Note Imperial Pale Ale,6.9
Shinano Brewery Vanryu / Chestnut Pub,INDIA_PALE_ALE,4,Mountain Ale,4.5
Pioneer Brewing Co.,INDIA_PALE_ALE,4,Pioneer Organic India Pale Ale,5.87
Pioneer Brewing Co.,INDIA_PALE_ALE,4,Pioneer India Pale Ale,5.3
Pioneer Brewing Co.,INDIA_PALE_ALE,3.5,Pioneer Frontier Ale,6
Pioneer Brewing Co.,INDIA_PALE_ALE,4,Pioneer Industrial Pale Ale,7
New Old Lompoc Brewery,INDIA_PALE_ALE,3.5,Centennial India Pale Ale,6
New Old Lompoc Brewery,INDIA_PALE_ALE,4,Simcoe Survivor Belgian IPA,5.4
New Old Lompoc Brewery,INDIA_PALE_ALE,4,Bourbon Barrel Aged C-Sons Greetings,8
New Old Lompoc Brewery,INDIA_PALE_ALE,3,C-Dog Double IPA,7.4
New Old Lompoc Brewery,INDIA_PALE_ALE,3.5,Pilzipa,6.4
New Old Lompoc Brewery,INDIA_PALE_ALE,4,C-Son's Greetings,8
New Old Lompoc Brewery,INDIA_PALE_ALE,3.5,Flower Of The Gods,6
River City Brewing Co.,INDIA_PALE_ALE,4.5,Fuggin' IPA,7
Bozeman Brewing Company,INDIA_PALE_ALE,3.5,Bozone HopZone,7.2
Squatters Pub Brewery,INDIA_PALE_ALE,4,Hop Rising Double IPA,9
Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,INDIA_PALE_ALE,3.5,Ise Kadoya IPA,7
Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,INDIA_PALE_ALE,4,Ise Kaydoya Imperial India Pale Ale,10
Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,INDIA_PALE_ALE,3.5,Isekadoya Triple Hop,5.1
Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,INDIA_PALE_ALE,4,Challenger India Pale Ale (CIPA),7
"Iki-iki Beer, K.K.",INDIA_PALE_ALE,4,Taiko Ale,7.5
High Water Brewing,INDIA_PALE_ALE,3.5,Retribution,9.5
High Water Brewing,INDIA_PALE_ALE,4,No Boundary IPA,6.5
10 Barrel Brewing Co.,INDIA_PALE_ALE,3,10 Barrel IPA,6.5
10 Barrel Brewing Co.,INDIA_PALE_ALE,4,ISA (India-Style Session Ale),5.5
10 Barrel Brewing Co.,INDIA_PALE_ALE,4,Apocalypse IPA,6.5
Silver Creek Brewing Co.,INDIA_PALE_ALE,4,Silver Creek IPA,6
Golden Road Brewing,INDIA_PALE_ALE,4.5,Burning Bush,8
Golden Road Brewing,INDIA_PALE_ALE,3.5,Point The Way IPA,5.2
Abbey Wright Brewing Co.,INDIA_PALE_ALE,4,Alpha Deuce IPA,7.8
Brasseurs De La Mauricie,INDIA_PALE_ALE,4,Sainte Source IPA,6.7
Brasseurs De La Mauricie,INDIA_PALE_ALE,3.5,Sainte Source Double IPA,8
Mt. Emily Ale House,INDIA_PALE_ALE,3.5,Unnamed DIPA,8
Mt. Emily Ale House,INDIA_PALE_ALE,3,Indian Rock IPA,5.5
Mt. Emily Ale House,INDIA_PALE_ALE,3,Hells Canyon IPA,5.75
Mt. Emily Ale House,INDIA_PALE_ALE,3.5,Snake River IPA,5.8
Green Flash Brewing Co.,INDIA_PALE_ALE,2.5,Green Bullet (9th Anniversary),10.1
Green Flash Brewing Co.,INDIA_PALE_ALE,3.5,Green Flash 2008 Surf's Up Symposium IPA,7
Green Flash Brewing Co.,INDIA_PALE_ALE,4,Green Flash Hop Head Red - Red IPA,7
Green Flash Brewing Co.,INDIA_PALE_ALE,4,Green Flash Palate Wrecker (Hamilton's 2nd Annie Ale),9
Green Flash Brewing Co.,INDIA_PALE_ALE,4.5,Green Flash Imperial India Pale Ale,9.4
Green Flash Brewing Co.,INDIA_PALE_ALE,4,Green Flash Le Freak,9.2
Eel River Brewing Co.,INDIA_PALE_ALE,3,Certified Organic I.P.A.,7.2
Green Flash Brewing Co.,INDIA_PALE_ALE,4,I Plead The Fifth (Hamilton's 5th Anniversary Ale),7
Eel River Brewing Co.,INDIA_PALE_ALE,3,Earth Thirst Double IPA,8.2
Eel River Brewing Co.,INDIA_PALE_ALE,4,Ravensbrau India Pale Ale,6.5
Grand River Brewing,INDIA_PALE_ALE,3,Curmudgeon IPA,6.5
Hopdaemon Brewery Company,INDIA_PALE_ALE,3.5,Hopdaemon Skrimshander IPA,4.5
Mountain Goat Beer Pty Ltd,INDIA_PALE_ALE,4,Mountain Goat Rare Breed IPA,5.7
Mountain Goat Beer Pty Ltd,INDIA_PALE_ALE,5,Mountain Goat Double India Pale Ale,6.8
Mountain Goat Beer Pty Ltd,INDIA_PALE_ALE,4,Mountain Goat India Pale Ale,5
Mountain Goat Beer Pty Ltd,INDIA_PALE_ALE,3.5,Mountain Goat Cross Breed Seedy Goat Coffee IPA,5.9
The Porterhouse Brewing Company,INDIA_PALE_ALE,2,Hop Head,4.8
HopCat,INDIA_PALE_ALE,4.5,HopCat Hoppopotamus,7
Amherst Brewing Co.,INDIA_PALE_ALE,4.5,Cascade I.P.A.,5.3
Amherst Brewing Co.,INDIA_PALE_ALE,4,Gone Postal IPA,7
Amherst Brewing Co.,INDIA_PALE_ALE,4,Seeing Double IPA,7
Grand River Brewing,INDIA_PALE_ALE,3.5,Plowman's Anniversary Ale,6.5
Blue Monkey Brewery,INDIA_PALE_ALE,4,Ape Ale,5.4
Artisan's Brewery & Italian Grill,INDIA_PALE_ALE,2.5,Perfect Storm IPA,6.2
Artisan's Brewery & Italian Grill,INDIA_PALE_ALE,3.5,West Coast IPA,6.2
New Belgium Brewing,INDIA_PALE_ALE,4,The Trip I (Trippel IPA),8
Starr Hill Brewery,INDIA_PALE_ALE,4.5,Northern Lights IPA,6.5
Great Divide Brewing Company,INDIA_PALE_ALE,4,Titan IPA,7.1
New Belgium Brewing,INDIA_PALE_ALE,5,Belgo Belgian India Pale Ale,7
New Belgium Brewing,INDIA_PALE_ALE,3,Lips Of Faith - Fresh Hop India Pale Ale,7
CB's Brewing Company,INDIA_PALE_ALE,5,Inferno Pod Ale,6
Great Divide Brewing Company,INDIA_PALE_ALE,4,Hercules Double IPA,10
New Belgium Brewing,INDIA_PALE_ALE,3.5,Lips Of Faith - BELGO Belgian India Pale Ale,7
New Belgium Brewing,INDIA_PALE_ALE,4.5,Mountain Mantra,7
